"","genename","ensembleID","entrezgene_id"
"ZNF878","ZNF878","ENSG00000257446",729747
"RP11-603J24.4","RP11-603J24.4","ENSG00000257449",NA
"ENSG00000257451","ENSG00000257451","ENSG00000257451",NA
"RP1-71H24.1","RP1-71H24.1","ENSG00000257452",NA
"RP11-290L1.3","RP11-290L1.3","ENSG00000257453",NA
"CTD-2021H9.2","CTD-2021H9.2","ENSG00000257454",NA
"RP11-310I24.1","RP11-310I24.1","ENSG00000257456",NA
"ENSG00000257457","ENSG00000257457","ENSG00000257457",NA
"RP11-473C19.1","RP11-473C19.1","ENSG00000257458",NA
"ENSG00000257461","ENSG00000257461","ENSG00000257461",NA
"RP11-161H23.8","RP11-161H23.8","ENSG00000257464",NA
"TCEB1P32","TCEB1P32","ENSG00000257465",NA
"RP11-121G22.3","RP11-121G22.3","ENSG00000257467",102724663
"ENSG00000257468","ENSG00000257468","ENSG00000257468",NA
"ENSG00000257469","ENSG00000257469","ENSG00000257469",NA
"RP11-397H6.1","RP11-397H6.1","ENSG00000257470",NA
"RP11-159D23.2","RP11-159D23.2","ENSG00000257472",NA
"HLA-DQA2 (ENSG00000257473)","HLA-DQA2 (ENSG00000257473)","ENSG00000257473",3117
"RP11-359M6.1","RP11-359M6.1","ENSG00000257474",NA
"RP11-983P16.2","RP11-983P16.2","ENSG00000257475",NA
"RP11-139B1.1","RP11-139B1.1","ENSG00000257476",105369996
"LINC01154","LINC01154","ENSG00000257477",NA
"ENSG00000257478","ENSG00000257478","ENSG00000257478",NA
"MRPL2P1","MRPL2P1","ENSG00000257480",NA
"ENSG00000257482","ENSG00000257482","ENSG00000257482",NA
"ENSG00000257485","ENSG00000257485","ENSG00000257485",NA
"RP5-1057I20.2","RP5-1057I20.2","ENSG00000257488",NA
"RP11-175P13.3","RP11-175P13.3","ENSG00000257489",NA
"RP11-536C10.20","RP11-536C10.20","ENSG00000257493",NA
"RP3-521E19.2","RP3-521E19.2","ENSG00000257494",NA
"KRT73-AS1","KRT73-AS1","ENSG00000257495",100127967
"RP11-474P2.4","RP11-474P2.4","ENSG00000257496",NA
"RP11-585P4.5","RP11-585P4.5","ENSG00000257497",NA
"ENSG00000257499","ENSG00000257499","ENSG00000257499",NA
"RP11-1020M18.10","RP11-1020M18.10","ENSG00000257500",NA
"RP11-1016B18.1","RP11-1016B18.1","ENSG00000257501",643711
"ENSG00000257502","ENSG00000257502","ENSG00000257502",NA
"CYB5AP5","CYB5AP5","ENSG00000257503",NA
"RP11-536C10.7","RP11-536C10.7","ENSG00000257504",NA
"RP11-231C14.5","RP11-231C14.5","ENSG00000257506",NA
"RP11-956E11.1","RP11-956E11.1","ENSG00000257507",NA
"RP11-762I7.4","RP11-762I7.4","ENSG00000257509",NA
"RP11-609L23.1","RP11-609L23.1","ENSG00000257510",NA
"RP11-278C7.1","RP11-278C7.1","ENSG00000257511",NA
"RP11-486A14.1","RP11-486A14.1","ENSG00000257512",NA
"NPIPB1P","NPIPB1P","ENSG00000257513",NA
"RP11-755O11.2","RP11-755O11.2","ENSG00000257514",NA
"RP11-498M15.1","RP11-498M15.1","ENSG00000257515",NA
"ENSG00000257516","ENSG00000257516","ENSG00000257516",NA
"RP4-601P9.1","RP4-601P9.1","ENSG00000257517",NA
"RP11-116D17.2","RP11-116D17.2","ENSG00000257519",NA
"RP11-896J10.3","RP11-896J10.3","ENSG00000257520",253970
"RP11-562L8.1","RP11-562L8.1","ENSG00000257522",NA
"CTD-2384A14.2","CTD-2384A14.2","ENSG00000257523",105370425
"RP11-203J24.9","RP11-203J24.9","ENSG00000257524",30815
"RP11-20E24.1","RP11-20E24.1","ENSG00000257526",NA
"MIR3179-3 (ENSG00000257527)","MIR3179-3 (ENSG00000257527)","ENSG00000257527",NA
"KRT8P19","KRT8P19","ENSG00000257528",NA
"RPL36A-HNRNPH2","RPL36A-HNRNPH2","ENSG00000257529",100529097
"RP11-843B15.2","RP11-843B15.2","ENSG00000257530",NA
"RP3-405J10.2","RP3-405J10.2","ENSG00000257531",NA
"RP11-834C11.10","RP11-834C11.10","ENSG00000257534",NA
"ENSG00000257535","ENSG00000257535","ENSG00000257535",NA
"ENSG00000257536","ENSG00000257536","ENSG00000257536",NA
"ENSG00000257537","ENSG00000257537","ENSG00000257537",NA
"ENSG00000257538","ENSG00000257538","ENSG00000257538",NA
"HSPA8P14","HSPA8P14","ENSG00000257539",NA
"RP11-58A17.4 (ENSG00000257541)","RP11-58A17.4 (ENSG00000257541)","ENSG00000257541",105369785
"OR7E47P (ENSG00000257542)","OR7E47P (ENSG00000257542)","ENSG00000257542",26628
"RP11-321F8.4","RP11-321F8.4","ENSG00000257543",NA
"ENSG00000257544","ENSG00000257544","ENSG00000257544",NA
"RP11-144F15.1","RP11-144F15.1","ENSG00000257545",100287944
"RP11-797M17.1","RP11-797M17.1","ENSG00000257548",NA
"ENSG00000257549","ENSG00000257549","ENSG00000257549",NA
"RP11-793H13.3","RP11-793H13.3","ENSG00000257550",100652999
"HLX-AS1","HLX-AS1","ENSG00000257551",100873924
"RP11-603J24.17","RP11-603J24.17","ENSG00000257553",NA
"ENSG00000257554","ENSG00000257554","ENSG00000257554",NA
"RP11-44N21.1","RP11-44N21.1","ENSG00000257556",NA
"RP11-84G21.1","RP11-84G21.1","ENSG00000257557",NA
"RP11-536C10.15","RP11-536C10.15","ENSG00000257558",NA
"ENSG00000257559","ENSG00000257559","ENSG00000257559",NA
"ENSG00000257560","ENSG00000257560","ENSG00000257560",NA
"ENSG00000257561","ENSG00000257561","ENSG00000257561",NA
"ENSG00000257562","ENSG00000257562","ENSG00000257562",NA
"MIR3180-3 (ENSG00000257563)","MIR3180-3 (ENSG00000257563)","ENSG00000257563",NA
"RP11-123M21.2","RP11-123M21.2","ENSG00000257564",NA
"ENSG00000257565","ENSG00000257565","ENSG00000257565",NA
"RP11-863H1.1","RP11-863H1.1","ENSG00000257568",NA
"GSTP1P1","GSTP1P1","ENSG00000257569",NA
"RP11-133N21.12","RP11-133N21.12","ENSG00000257570",NA
"ENSG00000257571","ENSG00000257571","ENSG00000257571",NA
"RP11-478B9.2","RP11-478B9.2","ENSG00000257572",NA
"ENSG00000257573","ENSG00000257573","ENSG00000257573",NA
"ENSG00000257575","ENSG00000257575","ENSG00000257575",NA
"RP11-153M3.1","RP11-153M3.1","ENSG00000257576",NA
"ENSG00000257578","ENSG00000257578","ENSG00000257578",NA
"RP11-128P10.1","RP11-128P10.1","ENSG00000257579",NA
"RP11-718L23.1","RP11-718L23.1","ENSG00000257580",NA
"LINC01475","LINC01475","ENSG00000257582",101927324
"ENSG00000257583","ENSG00000257583","ENSG00000257583",NA
"LINC00609","LINC00609","ENSG00000257585",101101773
"RP11-554L12.3","RP11-554L12.3","ENSG00000257586",NA
"RP11-711C17.1","RP11-711C17.1","ENSG00000257587",NA
"RP11-469H8.6","RP11-469H8.6","ENSG00000257588",101927318
"ENSG00000257589","ENSG00000257589","ENSG00000257589",NA
"ENSG00000257590","ENSG00000257590","ENSG00000257590",NA
"ZNF625","ZNF625","ENSG00000257591",90589
"ENSG00000257593","ENSG00000257593","ENSG00000257593",NA
"GALNT4","GALNT4","ENSG00000257594",8693
"RP3-473L9.4","RP3-473L9.4","ENSG00000257595",105369984
"RP11-968A15.2","RP11-968A15.2","ENSG00000257596",112935960
"OVCH1-AS1","OVCH1-AS1","ENSG00000257599",101055625
"ENSG00000257600","ENSG00000257600","ENSG00000257600",NA
"ENSG00000257601","ENSG00000257601","ENSG00000257601",NA
"ENSG00000257602","ENSG00000257602","ENSG00000257602",NA
"RP11-100F15.1","RP11-100F15.1","ENSG00000257603",NA
"RP11-359M6.2","RP11-359M6.2","ENSG00000257604",NA
"RP11-680A11.5","RP11-680A11.5","ENSG00000257605",NA
"RP11-449P15.1","RP11-449P15.1","ENSG00000257607",NA
"ENSG00000257608","ENSG00000257608","ENSG00000257608",NA
"RP11-275O18.1","RP11-275O18.1","ENSG00000257609",NA
"RP11-185N2.1","RP11-185N2.1","ENSG00000257611",NA
"MIR4307HG","MIR4307HG","ENSG00000257612",101927081
"LINC01481 (ENSG00000257613)","LINC01481 (ENSG00000257613)","ENSG00000257613",NA
"RP11-116N8.2","RP11-116N8.2","ENSG00000257614",NA
"ENSG00000257615","ENSG00000257615","ENSG00000257615",NA
"RP11-641A6.5","RP11-641A6.5","ENSG00000257616",NA
"ENSG00000257618","ENSG00000257618","ENSG00000257618",NA
"PSMA3-AS1","PSMA3-AS1","ENSG00000257621",379025
"RP11-44N21.4","RP11-44N21.4","ENSG00000257622",NA
"RP1-128M12.3","RP1-128M12.3","ENSG00000257624",NA
"ENSG00000257626","ENSG00000257626","ENSG00000257626",NA
"RP11-13A1.2","RP11-13A1.2","ENSG00000257629",NA
"ENSG00000257630","ENSG00000257630","ENSG00000257630",NA
"ENSG00000257632","ENSG00000257632","ENSG00000257632",NA
"RP11-850F7.7","RP11-850F7.7","ENSG00000257634",NA
"RP11-536C10.10","RP11-536C10.10","ENSG00000257635",NA
"RP11-1103G16.1","RP11-1103G16.1","ENSG00000257636",NA
"ENSG00000257637","ENSG00000257637","ENSG00000257637",NA
"CTB-31N19.2","CTB-31N19.2","ENSG00000257639",NA
"RP11-570L15.2","RP11-570L15.2","ENSG00000257640",NA
"KCCAT198","KCCAT198","ENSG00000257642",105369954
"RP11-278C7.2","RP11-278C7.2","ENSG00000257643",NA
"RP11-536C10.13","RP11-536C10.13","ENSG00000257644",NA
"RP11-804F13.2","RP11-804F13.2","ENSG00000257645",NA
"ENSG00000257646","ENSG00000257646","ENSG00000257646",NA
"RP11-701H24.3","RP11-701H24.3","ENSG00000257647",NA
"CYCSP30","CYCSP30","ENSG00000257648",NA
"METTL7AP1","METTL7AP1","ENSG00000257649",NA
"ENSG00000257651","ENSG00000257651","ENSG00000257651",NA
"ENSG00000257652","ENSG00000257652","ENSG00000257652",NA
"RP11-579D7.2","RP11-579D7.2","ENSG00000257653",NA
"RP11-497G19.2","RP11-497G19.2","ENSG00000257654",NA
"ENSG00000257656","ENSG00000257656","ENSG00000257656",NA
"RP11-352M15.1","RP11-352M15.1","ENSG00000257657",NA
"RP3-521E19.3","RP3-521E19.3","ENSG00000257658",NA
"ENSG00000257659","ENSG00000257659","ENSG00000257659",NA
"RP11-579D7.4","RP11-579D7.4","ENSG00000257660",100506125
"ENSG00000257661","ENSG00000257661","ENSG00000257661",NA
"EIF4A1P12","EIF4A1P12","ENSG00000257662",NA
"RP11-1100L3.7","RP11-1100L3.7","ENSG00000257663",NA
"RSL24D1P5","RSL24D1P5","ENSG00000257664",NA
"ENSG00000257665","ENSG00000257665","ENSG00000257665",NA
"CBX3P5","CBX3P5","ENSG00000257666",NA
"RP11-58A17.2 (ENSG00000257668)","RP11-58A17.2 (ENSG00000257668)","ENSG00000257668",NA
"ENSG00000257670","ENSG00000257670","ENSG00000257670",NA
"RP3-416H24.1","RP3-416H24.1","ENSG00000257671",109729127
"RP11-536C10.17","RP11-536C10.17","ENSG00000257672",NA
"RP11-76E16.2","RP11-76E16.2","ENSG00000257674",NA
"BTBD10P1","BTBD10P1","ENSG00000257675",NA
"RP1-81P11.1","RP1-81P11.1","ENSG00000257677",NA
"ENSG00000257679","ENSG00000257679","ENSG00000257679",NA
"RP11-367O10.1","RP11-367O10.1","ENSG00000257680",NA
"RP11-341G23.4","RP11-341G23.4","ENSG00000257681",NA
"RP11-314D7.3","RP11-314D7.3","ENSG00000257682",NA
"RP11-110L15.2","RP11-110L15.2","ENSG00000257683",NA
"ENSG00000257686","ENSG00000257686","ENSG00000257686",NA
"RP11-609L23.3","RP11-609L23.3","ENSG00000257687",NA
"ENSG00000257690","ENSG00000257690","ENSG00000257690",NA
"RP11-345J4.1","RP11-345J4.1","ENSG00000257691",NA
"ENSG00000257693","ENSG00000257693","ENSG00000257693",NA
"RP11-175P13.2","RP11-175P13.2","ENSG00000257696",NA
"ENSG00000257697","ENSG00000257697","ENSG00000257697",NA
"RP11-620J15.3 (ENSG00000257698)","RP11-620J15.3 (ENSG00000257698)","ENSG00000257698",NA
"RP11-641A6.3","RP11-641A6.3","ENSG00000257700",NA
"ENSG00000257701","ENSG00000257701","ENSG00000257701",NA
"LBX2-AS1","LBX2-AS1","ENSG00000257702",NA
"RP11-328J6.1","RP11-328J6.1","ENSG00000257703",NA
"INAFM1","INAFM1","ENSG00000257704",255783
"ENSG00000257705","ENSG00000257705","ENSG00000257705",NA
"ENSG00000257707","ENSG00000257707","ENSG00000257707",NA
"ENSG00000257709","ENSG00000257709","ENSG00000257709",NA
"RP11-482D24.2","RP11-482D24.2","ENSG00000257711",100505978
"ENSG00000257712","ENSG00000257712","ENSG00000257712",NA
"ENSG00000257713","ENSG00000257713","ENSG00000257713",NA
"RP11-256L6.2","RP11-256L6.2","ENSG00000257715",NA
"ENSG00000257717","ENSG00000257717","ENSG00000257717",NA
"RP11-396F22.1","RP11-396F22.1","ENSG00000257718",NA
"ILF2P2","ILF2P2","ENSG00000257720",NA
"RP11-536C10.2","RP11-536C10.2","ENSG00000257721",NA
"CHCHD3P2","CHCHD3P2","ENSG00000257723",NA
"RP11-654D12.3","RP11-654D12.3","ENSG00000257725",105369891
"RP11-116D17.1","RP11-116D17.1","ENSG00000257726",NA
"CNPY2","CNPY2","ENSG00000257727",10330
"RP11-788H18.1","RP11-788H18.1","ENSG00000257729",NA
"LSM6P2","LSM6P2","ENSG00000257730",NA
"RP11-536C10.11","RP11-536C10.11","ENSG00000257731",NA
"RP11-818F20.5","RP11-818F20.5","ENSG00000257732",NA
"ENSG00000257733","ENSG00000257733","ENSG00000257733",NA
"RP11-370I10.6","RP11-370I10.6","ENSG00000257735",NA
"ENSG00000257736","ENSG00000257736","ENSG00000257736",NA
"RP11-341G23.2","RP11-341G23.2","ENSG00000257737",NA
"RP11-139E19.2","RP11-139E19.2","ENSG00000257738",NA
"ENSG00000257739","ENSG00000257739","ENSG00000257739",NA
"RP11-977G19.12","RP11-977G19.12","ENSG00000257740",NA
"LINC01490","LINC01490","ENSG00000257741",101928420
"ENSG00000257742","ENSG00000257742","ENSG00000257742",NA
"MGAM2","MGAM2","ENSG00000257743",93432
"ENSG00000257744","ENSG00000257744","ENSG00000257744",NA
"ENSG00000257745","ENSG00000257745","ENSG00000257745",NA
"RP11-202G11.2","RP11-202G11.2","ENSG00000257746",NA
"RP11-362A1.1","RP11-362A1.1","ENSG00000257747",101928449
"RP11-966I7.3","RP11-966I7.3","ENSG00000257748",NA
"ENSG00000257749","ENSG00000257749","ENSG00000257749",NA
"RP11-295G12.1","RP11-295G12.1","ENSG00000257750",NA
"RP11-536C10.21","RP11-536C10.21","ENSG00000257751",NA
"RP11-474L23.3","RP11-474L23.3","ENSG00000257752",NA
"RP11-650K20.2","RP11-650K20.2","ENSG00000257754",NA
"RP11-776A13.3","RP11-776A13.3","ENSG00000257756",NA
"OR6C7P","OR6C7P","ENSG00000257757",NA
"KRT18P20","KRT18P20","ENSG00000257758",NA
"RP11-486O13.4","RP11-486O13.4","ENSG00000257759",NA
"RP11-186F10.2","RP11-186F10.2","ENSG00000257761",NA
"RP11-626I20.3","RP11-626I20.3","ENSG00000257762",101929084
"OR5BK1P","OR5BK1P","ENSG00000257763",NA
"RP11-1143G9.4","RP11-1143G9.4","ENSG00000257764",NA
"RP11-341G23.3","RP11-341G23.3","ENSG00000257766",NA
"RP11-162P23.2","RP11-162P23.2","ENSG00000257767",NA
"CTB-193M12.1","CTB-193M12.1","ENSG00000257769",NA
"GPX5 (ENSG00000257770)","GPX5 (ENSG00000257770)","ENSG00000257770",2880
"RP11-70F11.8","RP11-70F11.8","ENSG00000257771",101927292
"ST13P3","ST13P3","ENSG00000257773",NA
"ENSG00000257774","ENSG00000257774","ENSG00000257774",NA
"ENSG00000257775","ENSG00000257775","ENSG00000257775",NA
"RP11-25J3.2","RP11-25J3.2","ENSG00000257777",NA
"ENSG00000257778","ENSG00000257778","ENSG00000257778",NA
"RP11-848D3.4","RP11-848D3.4","ENSG00000257779",NA
"GLYCAM1","GLYCAM1","ENSG00000257780",644076
"RP11-110L15.1","RP11-110L15.1","ENSG00000257781",NA
"ENSG00000257782","ENSG00000257782","ENSG00000257782",NA
"ENSG00000257783","ENSG00000257783","ENSG00000257783",NA
"RP11-630C16.1","RP11-630C16.1","ENSG00000257784",101927038
"AKIRIN1P1","AKIRIN1P1","ENSG00000257786",NA
"RP11-20L19.1","RP11-20L19.1","ENSG00000257787",NA
"EIF4A1P4","EIF4A1P4","ENSG00000257790",NA
"ENSG00000257791","ENSG00000257791","ENSG00000257791",NA
"OR5BJ1P","OR5BJ1P","ENSG00000257792",NA
"ENSG00000257793","ENSG00000257793","ENSG00000257793",NA
"ENSG00000257794","ENSG00000257794","ENSG00000257794",NA
"ENSG00000257796","ENSG00000257796","ENSG00000257796",NA
"CTD-2382E5.2","CTD-2382E5.2","ENSG00000257797",NA
"ENSG00000257798","ENSG00000257798","ENSG00000257798",NA
"FNBP1P1","FNBP1P1","ENSG00000257800",NA
"RP11-2H8.4","RP11-2H8.4","ENSG00000257802",NA
"RP11-575G13.2","RP11-575G13.2","ENSG00000257803",NA
"ENSG00000257805","ENSG00000257805","ENSG00000257805",NA
"ENSG00000257806","ENSG00000257806","ENSG00000257806",NA
"RP1-90J4.3","RP1-90J4.3","ENSG00000257807",NA
"RP11-1136G11.8","RP11-1136G11.8","ENSG00000257808",NA
"RP11-603J24.14","RP11-603J24.14","ENSG00000257809",NA
"ENSG00000257811","ENSG00000257811","ENSG00000257811",NA
"RP11-73B8.2","RP11-73B8.2","ENSG00000257813",NA
"ENSG00000257814","ENSG00000257814","ENSG00000257814",NA
"LINC01481 (ENSG00000257815)","LINC01481 (ENSG00000257815)","ENSG00000257815",101928062
"RP4-601P9.2","RP4-601P9.2","ENSG00000257817",NA
"C1GALT1P1","C1GALT1P1","ENSG00000257818",NA
"ENSG00000257819","ENSG00000257819","ENSG00000257819",NA
"MRPS6P4","MRPS6P4","ENSG00000257820",NA
"ENSG00000257822","ENSG00000257822","ENSG00000257822",NA
"RP11-560G2.2","RP11-560G2.2","ENSG00000257823",NA
"RP11-1049A21.2","RP11-1049A21.2","ENSG00000257824",NA
"RP11-536C10.5","RP11-536C10.5","ENSG00000257825",NA
"RP11-116N8.4","RP11-116N8.4","ENSG00000257826",NA
"RP11-845M18.6","RP11-845M18.6","ENSG00000257829",NA
"RP11-845M18.7","RP11-845M18.7","ENSG00000257830",NA
"RP11-596D21.1","RP11-596D21.1","ENSG00000257831",NA
"ENSG00000257832","ENSG00000257832","ENSG00000257832",NA
"ENSG00000257834","ENSG00000257834","ENSG00000257834",NA
"RP1-97G4.1","RP1-97G4.1","ENSG00000257835",NA
"RP11-263K4.4","RP11-263K4.4","ENSG00000257837",NA
"RP11-368J21.3","RP11-368J21.3","ENSG00000257838",653786
"RP11-290L1.2","RP11-290L1.2","ENSG00000257839",NA
"ENSG00000257841","ENSG00000257841","ENSG00000257841",NA
"NOVA1-AS1","NOVA1-AS1","ENSG00000257842",102725045
"ENSG00000257843","ENSG00000257843","ENSG00000257843",NA
"KRT90P","KRT90P","ENSG00000257844",NA
"RP11-626P14.1","RP11-626P14.1","ENSG00000257845",101927062
"RP11-597A11.3","RP11-597A11.3","ENSG00000257846",NA
"LSM3P2","LSM3P2","ENSG00000257847",NA
"RP11-474C8.5","RP11-474C8.5","ENSG00000257848",NA
"RP11-547C5.1","RP11-547C5.1","ENSG00000257849",NA
"ENSG00000257850","ENSG00000257850","ENSG00000257850",NA
"HNRNPA3P10","HNRNPA3P10","ENSG00000257851",NA
"RP11-843B15.1","RP11-843B15.1","ENSG00000257852",NA
"MED15P1","MED15P1","ENSG00000257853",NA
"ENSG00000257854","ENSG00000257854","ENSG00000257854",NA
"RP11-629O19.1","RP11-629O19.1","ENSG00000257855",NA
"ENSG00000257856","ENSG00000257856","ENSG00000257856",NA
"MTND1P24","MTND1P24","ENSG00000257858",NA
"CASC18","CASC18","ENSG00000257859",101929110
"RP11-552I14.1","RP11-552I14.1","ENSG00000257860",101929058
"ENSG00000257862","ENSG00000257862","ENSG00000257862",NA
"RP11-587P21.3","RP11-587P21.3","ENSG00000257863",NA
"RP11-46I1.2","RP11-46I1.2","ENSG00000257864",NA
"RP11-154D9.1","RP11-154D9.1","ENSG00000257865",NA
"ENSG00000257867","ENSG00000257867","ENSG00000257867",NA
"ENSG00000257868","ENSG00000257868","ENSG00000257868",NA
"CTD-2591A6.2","CTD-2591A6.2","ENSG00000257869",NA
"RP11-616L12.1","RP11-616L12.1","ENSG00000257870",NA
"RP11-453D16.2","RP11-453D16.2","ENSG00000257872",NA
"ENSG00000257873","ENSG00000257873","ENSG00000257873",NA
"ENSG00000257874","ENSG00000257874","ENSG00000257874",NA
"RP11-263K4.1","RP11-263K4.1","ENSG00000257875",NA
"ENSG00000257877","ENSG00000257877","ENSG00000257877",NA
"RP11-256L6.3","RP11-256L6.3","ENSG00000257878",NA
"RP11-90C1.1","RP11-90C1.1","ENSG00000257879",NA
"RP11-769N19.2","RP11-769N19.2","ENSG00000257880",NA
"ENSG00000257882","ENSG00000257882","ENSG00000257882",NA
"RP11-497G19.1","RP11-497G19.1","ENSG00000257883",NA
"RP11-597A11.4","RP11-597A11.4","ENSG00000257884",NA
"PHBP18","PHBP18","ENSG00000257885",NA
"ENSG00000257886","ENSG00000257886","ENSG00000257886",NA
"ENSG00000257887","ENSG00000257887","ENSG00000257887",NA
"ENSG00000257888","ENSG00000257888","ENSG00000257888",NA
"ENSG00000257889","ENSG00000257889","ENSG00000257889",NA
"RP11-114F10.2","RP11-114F10.2","ENSG00000257890",NA
"CTD-2311B13.1","CTD-2311B13.1","ENSG00000257891",NA
"ENSG00000257892","ENSG00000257892","ENSG00000257892",NA
"RP11-587P21.2","RP11-587P21.2","ENSG00000257893",105369900
"RP1-78O14.1","RP1-78O14.1","ENSG00000257894",NA
"ENSG00000257895","ENSG00000257895","ENSG00000257895",NA
"RP11-210N13.1","RP11-210N13.1","ENSG00000257896",NA
"RP11-812D23.1","RP11-812D23.1","ENSG00000257897",NA
"ENSG00000257899","ENSG00000257899","ENSG00000257899",NA
"RP11-454K7.1","RP11-454K7.1","ENSG00000257900",NA
"ENSG00000257901","ENSG00000257901","ENSG00000257901",NA
"ENSG00000257902","ENSG00000257902","ENSG00000257902",NA
"RP11-269C4.2","RP11-269C4.2","ENSG00000257904",NA
"RP3-432I18.1","RP3-432I18.1","ENSG00000257905",NA
"RP1-90J4.1","RP1-90J4.1","ENSG00000257906",NA
"EEF1A1P17","EEF1A1P17","ENSG00000257907",NA
"RP11-461F16.3","RP11-461F16.3","ENSG00000257910",NA
"ENSG00000257911","ENSG00000257911","ENSG00000257911",NA
"RP11-248E9.5","RP11-248E9.5","ENSG00000257912",NA
"RP11-386G11.5","RP11-386G11.5","ENSG00000257913",105369758
"ENSG00000257914","ENSG00000257914","ENSG00000257914",NA
"GLULP5","GLULP5","ENSG00000257915",NA
"ENSG00000257916","ENSG00000257916","ENSG00000257916",NA
"ENSG00000257917","ENSG00000257917","ENSG00000257917",NA
"RP11-482D24.3","RP11-482D24.3","ENSG00000257918",NA
"RP11-541G9.2","RP11-541G9.2","ENSG00000257920",NA
"RP11-571M6.15","RP11-571M6.15","ENSG00000257921",NA
"CUX1","CUX1","ENSG00000257923",1523
"RP11-493L12.5","RP11-493L12.5","ENSG00000257924",NA
"RP11-493L12.3","RP11-493L12.3","ENSG00000257925",NA
"MRPS36P5","MRPS36P5","ENSG00000257927",NA
"ENSG00000257931","ENSG00000257931","ENSG00000257931",NA
"RP11-155I9.1","RP11-155I9.1","ENSG00000257932",NA
"ENSG00000257933","ENSG00000257933","ENSG00000257933",NA
"ENSG00000257934","ENSG00000257934","ENSG00000257934",NA
"LHX5-AS1","LHX5-AS1","ENSG00000257935",NA
"ENSG00000257936","ENSG00000257936","ENSG00000257936",NA
"ENSG00000257937","ENSG00000257937","ENSG00000257937",NA
"ENSG00000257939","ENSG00000257939","ENSG00000257939",NA
"RP11-248E9.6","RP11-248E9.6","ENSG00000257940",NA
"RP11-290L1.4","RP11-290L1.4","ENSG00000257941",NA
"RP11-167N24.3","RP11-167N24.3","ENSG00000257943",NA
"ENSG00000257944","ENSG00000257944","ENSG00000257944",NA
"ENSG00000257945","ENSG00000257945","ENSG00000257945",NA
"RP11-46I1.1","RP11-46I1.1","ENSG00000257947",NA
"RP11-123M21.1","RP11-123M21.1","ENSG00000257948",NA
"TEN1","TEN1","ENSG00000257949",100134934
"P2RX5-TAX1BP3","P2RX5-TAX1BP3","ENSG00000257950",NA
"RP11-554D14.4","RP11-554D14.4","ENSG00000257951",NA
"RP11-620J15.1","RP11-620J15.1","ENSG00000257953",NA
"RP11-161H23.10","RP11-161H23.10","ENSG00000257954",NA
"RP1-228P16.5","RP1-228P16.5","ENSG00000257955",NA
"NOP56P3","NOP56P3","ENSG00000257956",NA
"QRSL1P3","QRSL1P3","ENSG00000257957",NA
"RP11-25E2.1","RP11-25E2.1","ENSG00000257958",NA
"RP11-536C10.4","RP11-536C10.4","ENSG00000257959",NA
"ENSG00000257961","ENSG00000257961","ENSG00000257961",NA
"RP11-219B4.6","RP11-219B4.6","ENSG00000257962",NA
"RP11-133N21.10","RP11-133N21.10","ENSG00000257964",NA
"OLA1P3","OLA1P3","ENSG00000257966",NA
"ENSG00000257967","ENSG00000257967","ENSG00000257967",NA
"ENSG00000257972","ENSG00000257972","ENSG00000257972",NA
"ENSG00000257975","ENSG00000257975","ENSG00000257975",NA
"RP11-388G3.1","RP11-388G3.1","ENSG00000257976",NA
"ENSG00000257977","ENSG00000257977","ENSG00000257977",NA
"ENSG00000257978","ENSG00000257978","ENSG00000257978",NA
"SNRPGP18","SNRPGP18","ENSG00000257979",NA
"ENSG00000257980","ENSG00000257980","ENSG00000257980",NA
"ENSG00000257981","ENSG00000257981","ENSG00000257981",NA
"ENSG00000257984","ENSG00000257984","ENSG00000257984",NA
"RP1-228P16.4","RP1-228P16.4","ENSG00000257985",NA
"RP11-314P15.2","RP11-314P15.2","ENSG00000257986",NA
"LINC00935","LINC00935","ENSG00000257987",255411
"RP1-288H2.2","RP1-288H2.2","ENSG00000257989",NA
"ENSG00000257990","ENSG00000257990","ENSG00000257990",NA
"RP11-2H8.3","RP11-2H8.3","ENSG00000257991",NA
